學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1054,景文科技大學,D 日,C 二技,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,N 職,M 碩士,47,29,18,14,12,12,5,1,1,2,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1054,景文科技大學,N 修,B 四技,1343,695,648,254,223,117,115,137,146,162,143,0,0,0,0,0,0,25,21,01 新北市,2 技職
1054,景文科技大學,N 修,C 二技,342,150,192,0,0,0,0,103,107,44,84,0,0,0,0,0,0,3,1,01 新北市,2 技職
1055,中華醫事科技大學,D 日,M 碩士,96,48,48,24,24,19,22,5,2,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,D 日,B 四技,3585,1445,2140,224,479,424,628,347,521,347,455,0,0,0,0,0,0,103,57,11 臺南市,2 技職
1055,中華醫事科技大學,D 日,C 二技,706,188,518,0,0,0,0,93,267,92,249,0,0,0,0,0,0,3,2,11 臺南市,2 技職
1055,中華醫事科技大學,D 日,2 二專,93,58,35,23,22,35,13,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,D 日,5 五專,3057,685,2372,137,487,150,491,150,529,130,458,108,382,0,0,0,0,10,25,11 臺南市,2 技職
1055,中華醫事科技大學,N 職,M 碩士,27,14,13,6,8,6,5,0,0,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1055,中華醫事科技大學,N 修,B 四技,770,321,449,100,150,64,86,56,78,63,89,4,18,0,0,0,0,34,28,11 臺南市,2 技職
1055,中華醫事科技大學,N 修,C 二技,656,173,483,0,0,0,0,80,243,79,220,0,0,0,0,0,0,14,20,11 臺南市,2 技職
1056,東南科技大學,D 日,M 碩士,129,91,38,40,16,40,22,5,0,6,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1056,東南科技大學,D 日,B 四技,4757,3141,1616,858,446,821,405,630,310,635,367,0,0,0,0,0,0,197,88,01 新北市,2 技職
1056,東南科技大學,N 職,M 碩士,48,40,8,18,4,20,4,1,0,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1056,東南科技大學,N 修,B 四技,640,497,143,170,73,147,39,90,16,67,8,0,0,0,0,0,0,23,7,01 新北市,2 技職
1056,東南科技大學,N 修,C 二技,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,2 技職
1057,德明財經科技大學,D 日,M 碩士,44,27,17,6,4,8,10,6,1,7,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1057,德明財經科技大學,D 日,B 四技,6905,2843,4062,721,1047,739,1033,550,814,634,978,0,0,0,0,0,0,199,190,30 臺北市,2 技職
1057,德明財經科技大學,D 日,C 二技,127,41,86,0,0,0,0,16,38,25,47,0,0,0,0,0,0,0,1,30 臺北市,2 技職
1057,德明財經科技大學,N 職,M 碩士,48,30,18,5,8,10,5,6,3,5,2,3,0,1,0,0,0,0,0,30 臺北市,2 技職
1057,德明財經科技大學,N 修,B 四技,655,351,304,72,67,51,35,81,60,113,105,0,0,0,0,0,0,34,37,30 臺北市,2 技職
1057,德明財經科技大學,N 修,C 二技,47,20,27,0,0,0,0,15,14,5,12,0,0,0,0,0,0,0,1,30 臺北市,2 技職
1058,明道大學,D 日,D 博士,29,19,10,6,1,4,3,2,2,2,2,3,2,2,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,D 日,M 碩士,162,90,72,37,29,24,22,18,19,11,2,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,D 日,B 學士,2250,1310,940,249,199,345,233,253,198,369,286,0,0,0,0,0,0,94,24,07 彰化縣,1 一般
1058,明道大學,N 職,M 碩士,60,25,35,15,18,4,4,4,12,2,1,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1058,明道大學,P 進,B 學士,761,482,279,144,87,107,65,120,68,94,55,0,0,0,0,0,0,17,4,07 彰化縣,1 一般
1060,南開科技大學,D 日,M 碩士,99,56,43,16,21,24,15,7,5,9,2,0,0,0,0,0,0,0,0,08 南投縣,2 技職
1060,南開科技大學,D 日,B 四技,2476,1641,835,294,178,373,221,384,199,489,207,0,0,0,0,0,0,101,30,08 南投縣,2 技職
1060,南開科技大學,D 日,C 二技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,08 南投縣,2 技職
1060,南開科技大學,D 日,5 五專,715,586,129,66,18,90,20,118,22,143,30,155,34,0,0,0,0,14,5,08 南投縣,2 技職
1060,南開科技大學,N 職,M 碩士,92,30,62,14,23,11,28,3,6,2,5,0,0,0,0,0,0,0,0,08 南投縣,2 技職
1060,南開科技大學,N 修,B 四技,723,481,242,138,54,108,59,106,51,101,63,0,0,0,0,0,0,28,15,08 南投縣,2 技職
1061,中華科技大學,D 日,M 碩士,205,161,44,95,14,56,22,8,6,2,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,D 日,B 四技,3693,2523,1170,547,245,563,271,535,248,643,325,0,0,0,0,0,0,235,81,30 臺北市,2 技職
1061,中華科技大學,D 日,C 二技,19,5,14,0,0,0,0,3,9,2,5,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,N 職,M 碩士,105,80,25,45,12,28,11,6,1,1,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1061,中華科技大學,N 修,B 四技,853,695,158,242,76,128,26,124,26,165,25,0,0,0,0,0,0,36,5,30 臺北市,2 技職
1061,中華科技大學,N 修,C 二技,301,149,152,0,0,0,0,61,81,85,70,0,0,0,0,0,0,3,1,30 臺北市,2 技職
1062,僑光科技大學,D 日,M 碩士,54,26,28,16,14,10,14,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,D 日,B 四技,6451,2618,3833,602,936,654,993,678,908,614,953,0,0,0,0,0,0,70,43,19 臺中市,2 技職
1062,僑光科技大學,D 日,C 二技,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,N 職,M 碩士,30,18,12,10,6,7,6,1,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1062,僑光科技大學,N 修,B 四技,4511,2525,1986,679,519,587,460,611,478,558,468,0,0,0,0,0,0,90,61,19 臺中市,2 技職
1062,僑光科技大學,N 修,X 4+X,9,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
1063,育達科技大學,D 日,M 碩士,141,68,73,23,18,27,28,9,21,9,6,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,D 日,B 四技,1980,992,988,203,152,261,319,188,207,238,246,0,0,0,0,0,0,102,64,05 苗栗縣,2 技職
1063,育達科技大學,N 職,M 碩士,206,127,79,65,31,46,41,10,6,6,1,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1063,育達科技大學,N 修,B 四技,1097,640,457,207,134,128,103,131,98,131,107,0,0,0,0,0,0,43,15,05 苗栗縣,2 技職
1063,育達科技大學,N 修,C 二技,801,237,564,0,0,0,0,119,279,111,276,0,0,0,0,0,0,7,9,05 苗栗縣,2 技職
1064,美和科技大學,D 日,M 碩士,115,45,70,22,29,18,29,2,8,3,4,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1064,美和科技大學,D 日,B 四技,2698,1141,1557,260,334,267,396,282,395,296,403,0,0,0,0,0,0,36,29,13 屏東縣,2 技職
1064,美和科技大學,D 日,C 二技,367,45,322,0,0,0,0,20,155,24,165,0,0,0,0,0,0,1,2,13 屏東縣,2 技職
1064,美和科技大學,D 日,5 五專,1857,252,1605,52,276,44,300,45,316,66,337,36,335,0,0,0,0,9,41,13 屏東縣,2 技職
1064,美和科技大學,N 職,M 碩士,190,57,133,16,68,31,47,4,14,6,4,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1064,美和科技大學,N 修,B 四技,718,267,451,75,113,69,110,47,113,58,109,0,0,0,0,0,0,18,6,13 屏東縣,2 技職
1064,美和科技大學,N 修,C 二技,667,99,568,0,0,0,0,44,280,44,273,0,0,0,0,0,0,11,15,13 屏東縣,2 技職
1064,美和科技大學,N 修,2 二專,14,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
1065,吳鳳科技大學,D 日,M 碩士,53,33,20,19,4,12,12,1,2,1,2,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,D 日,B 四技,3266,2268,998,626,272,607,245,464,212,505,256,0,0,0,0,0,0,66,13,10 嘉義縣,2 技職
1065,吳鳳科技大學,D 日,5 五專,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,N 職,M 碩士,64,34,30,22,18,11,12,0,0,0,0,0,0,1,0,0,0,0,0,10 嘉義縣,2 技職
1065,吳鳳科技大學,N 修,B 四技,843,609,234,193,78,135,57,133,50,116,44,0,0,0,0,0,0,32,5,10 嘉義縣,2 技職
1066,環球科技大學,D 日,M 碩士,149,53,96,25,54,17,30,8,8,2,4,1,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,D 日,B 四技,2555,1209,1346,278,322,269,305,313,304,283,365,0,0,0,0,0,0,66,50,09 雲林縣,2 技職
1066,環球科技大學,N 職,M 碩士,56,20,36,8,22,9,9,3,3,0,2,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,N 修,B 四技,849,394,455,127,147,98,114,64,80,94,93,0,0,0,0,0,0,11,21,09 雲林縣,2 技職
1066,環球科技大學,N 修,C 二技,344,121,223,0,0,0,0,55,97,66,126,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
1066,環球科技大學,N 修,2 二專,185,83,102,44,54,35,45,0,0,0,0,0,0,0,0,0,0,4,3,09 雲林縣,2 技職
1067,台灣首府大學,D 日,M 碩士,45,18,27,12,10,5,17,0,0,0,0,1,0,0,0,0,0,0,0,11 臺南市,1 一般
1067,台灣首府大學,D 日,B 學士,1224,605,619,103,121,159,147,130,155,150,172,0,0,0,0,0,0,63,24,11 臺南市,1 一般
1067,台灣首府大學,P 進,B 學士,270,162,108,20,22,44,22,40,15,37,39,0,0,0,0,0,0,21,10,11 臺南市,1 一般
1068,中州科技大學,D 日,M 碩士,26,14,12,6,9,4,0,2,0,2,3,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1068,中州科技大學,D 日,B 四技,1405,849,556,176,107,110,86,323,182,198,164,0,0,0,0,0,0,42,17,07 彰化縣,2 技職
1068,中州科技大學,N 職,M 碩士,50,33,17,23,13,8,1,2,3,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
1068,中州科技大學,N 修,B 四技,838,570,268,178,73,118,50,132,70,123,70,0,0,0,0,0,0,19,5,07 彰化縣,2 技職
1068,中州科技大學,N 修,C 二技,742,175,567,0,0,0,0,129,336,46,230,0,0,0,0,0,0,0,1,07 彰化縣,2 技職
1069,修平科技大學,D 日,M 碩士,58,36,22,14,12,18,6,4,4,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1069,修平科技大學,D 日,B 四技,3244,2233,1011,555,240,592,232,410,181,533,303,0,0,0,0,0,0,143,55,06 臺中市,2 技職
1069,修平科技大學,N 職,M 碩士,6,6,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
1069,修平科技大學,N 修,B 四技,1276,1132,144,410,48,340,27,191,30,143,33,0,0,0,0,0,0,48,6,06 臺中市,2 技職
1070,長庚科技大學,D 日,M 碩士,59,3,56,2,25,1,22,0,4,0,4,0,1,0,0,0,0,0,0,03 桃園市,2 技職
1070,長庚科技大學,D 日,B 四技,3552,460,3092,106,782,122,774,106,760,122,759,0,0,0,0,0,0,4,17,03 桃園市,2 技職
1070,長庚科技大學,D 日,C 二技,1418,92,1326,0,0,0,0,57,659,33,664,0,0,0,0,0,0,2,3,03 桃園市,2 技職
1070,長庚科技大學,D 日,5 五專,119,7,112,0,0,0,0,0,0,0,0,7,104,0,0,0,0,0,8,03 桃園市,2 技職
1070,長庚科技大學,N 職,M 碩士,129,2,127,1,42,1,43,0,24,0,17,0,1,0,0,0,0,0,0,03 桃園市,2 技職
1070,長庚科技大學,N 修,C 二技,1160,89,1071,0,0,0,0,44,548,41,487,1,29,0,0,0,0,3,7,03 桃園市,2 技職
1071,臺北城市科技大學,D 日,M 碩士,88,72,16,31,5,25,6,11,3,5,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1071,臺北城市科技大學,D 日,B 四技,7197,4448,2749,1138,792,1042,672,981,573,992,571,0,0,0,0,0,0,295,141,30 臺北市,2 技職
1071,臺北城市科技大學,D 日,C 二技,3,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1071,臺北城市科技大學,D 日,5 五專,1227,850,377,124,71,144,82,151,63,212,76,205,82,0,0,0,0,14,3,30 臺北市,2 技職
1071,臺北城市科技大學,N 修,B 四技,851,631,220,265,101,112,33,110,30,116,48,0,0,0,0,0,0,28,8,30 臺北市,2 技職
1071,臺北城市科技大學,N 修,2 二專,12,10,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30 臺北市,2 技職
1072,大華科技大學,D 日,M 碩士,3,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,04 新竹縣,2 技職
1072,大華科技大學,D 日,B 四技,380,237,143,14,6,21,10,65,32,82,62,0,0,0,0,0,0,55,33,04 新竹縣,2 技職
1072,大華科技大學,D 日,C 二技,23,15,8,0,0,0,0,6,3,7,1,0,0,0,0,0,0,2,4,04 新竹縣,2 技職
1072,大華科技大學,D 日,5 五專,408,233,175,17,25,19,17,61,39,49,46,77,44,0,0,0,0,10,4,04 新竹縣,2 技職
1072,大華科技大學,N 修,B 四技,240,152,88,19,14,16,11,86,29,20,24,0,0,0,0,0,0,11,10,04 新竹縣,2 技職
1072,大華科技大學,N 修,C 二技,103,86,17,0,0,0,0,59,0,19,11,0,0,0,0,0,0,8,6,04 新竹縣,2 技職
1073,醒吾科技大學,D 日,M 碩士,59,29,30,16,15,8,14,5,1,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1073,醒吾科技大學,D 日,B 四技,5624,2428,3196,576,746,654,815,614,790,458,735,0,0,0,0,0,0,126,110,01 新北市,2 技職
1073,醒吾科技大學,D 日,C 二技,42,10,32,0,0,0,0,6,16,4,16,0,0,0,0,0,0,0,0,01 新北市,2 技職
1073,醒吾科技大學,D 日,5 五專,698,271,427,24,30,42,76,62,83,69,102,73,133,0,0,0,0,1,3,01 新北市,2 技職
1073,醒吾科技大學,N 職,M 碩士,96,47,49,23,32,18,13,5,2,0,0,0,0,1,2,0,0,0,0,01 新北市,2 技職
1073,醒吾科技大學,N 修,B 四技,1044,432,612,137,156,104,186,89,135,84,125,0,0,0,0,0,0,18,10,01 新北市,2 技職
1075,文藻外語大學,D 日,M 碩士,175,46,129,16,40,12,50,13,18,5,21,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,D 日,B 四技,5176,1341,3835,333,914,361,862,272,958,293,886,0,0,0,0,0,0,82,215,50 高雄市,2 技職
1075,文藻外語大學,D 日,C 二技,284,40,244,0,0,0,0,17,120,16,98,0,0,0,0,0,0,7,26,50 高雄市,2 技職
1075,文藻外語大學,D 日,5 五專,1611,277,1334,61,310,58,251,51,255,43,231,59,262,0,0,0,0,5,25,50 高雄市,2 技職
1075,文藻外語大學,N 職,M 碩士,54,11,43,3,12,3,11,2,11,2,5,0,2,1,2,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,N 修,B 四技,1835,634,1201,211,338,166,259,108,209,97,243,0,0,0,0,0,0,52,152,50 高雄市,2 技職
1075,文藻外語大學,N 修,C 二技,186,40,146,0,0,0,0,19,68,15,59,0,0,0,0,0,0,6,19,50 高雄市,2 技職
1076,華夏科技大學,D 日,M 碩士,39,30,9,16,4,9,5,3,0,2,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,D 日,B 四技,1772,1076,696,226,180,207,159,272,141,291,182,0,0,0,0,0,0,80,34,01 新北市,2 技職
1076,華夏科技大學,D 日,C 二技,69,57,12,0,0,0,0,22,2,32,9,0,0,0,0,0,0,3,1,01 新北市,2 技職
1076,華夏科技大學,D 日,5 五專,587,504,83,89,20,106,28,92,13,134,7,81,14,0,0,0,0,2,1,01 新北市,2 技職
1076,華夏科技大學,N 職,M 碩士,73,52,21,22,11,24,10,3,0,3,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,N 修,B 四技,718,421,297,101,92,69,50,125,78,91,65,0,0,0,0,0,0,35,12,01 新北市,2 技職
1076,華夏科技大學,N 修,C 二技,536,297,239,0,0,0,0,188,140,100,92,0,0,0,0,0,0,9,7,01 新北市,2 技職
1076,華夏科技大學,N 修,2 二專,242,117,125,32,43,67,75,0,0,0,0,0,0,0,0,0,0,18,7,01 新北市,2 技職
1077,慈濟科技大學,D 日,M 碩士,37,19,18,9,9,7,8,2,1,1,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1077,慈濟科技大學,D 日,B 四技,1326,536,790,137,214,116,203,109,182,136,169,0,0,0,0,0,0,38,22,15 花蓮縣,2 技職
1077,慈濟科技大學,D 日,C 二技,277,26,251,0,0,0,0,16,126,10,125,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1077,慈濟科技大學,D 日,2 二專,21,9,12,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1077,慈濟科技大學,D 日,5 五專,1304,170,1134,40,246,39,217,37,210,29,221,20,209,0,0,0,0,5,31,15 花蓮縣,2 技職
1077,慈濟科技大學,N 修,C 二技,99,6,93,0,0,0,0,3,51,1,39,0,0,0,0,0,0,2,3,15 花蓮縣,2 技職
1078,致理科技大學,D 日,M 碩士,49,10,39,3,16,3,12,2,8,2,3,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,D 日,B 四技,6255,1952,4303,448,1091,475,1067,465,988,448,998,0,0,0,0,0,0,116,159,01 新北市,2 技職
1078,致理科技大學,D 日,C 二技,226,41,185,0,0,0,0,28,84,11,99,0,0,0,0,0,0,2,2,01 新北市,2 技職
1078,致理科技大學,D 日,5 五專,1578,330,1248,81,252,78,246,52,256,61,244,53,236,0,0,0,0,5,14,01 新北市,2 技職
1078,致理科技大學,N 職,M 碩士,57,18,39,5,13,8,7,4,8,1,5,0,6,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,N 修,B 四技,3192,1257,1935,362,472,320,459,253,448,200,436,0,0,0,0,0,0,122,120,01 新北市,2 技職
1078,致理科技大學,N 修,C 二技,12,7,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,4,01 新北市,2 技職
1079,康寧大學,D 日,M 碩士,50,17,33,7,12,5,9,3,11,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,D 日,B 學士,342,121,221,11,54,11,58,42,45,29,58,0,0,0,0,0,0,28,6,30 臺北市,1 一般
1079,康寧大學,D 日,5 五專,2814,645,2169,131,397,117,427,138,402,130,436,110,458,0,0,0,0,19,49,30 臺北市,2 技職
1079,康寧大學,N 職,M 碩士,56,18,38,2,10,10,13,3,11,3,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,N 修,C 二技,89,7,82,0,0,0,0,5,53,2,29,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1079,康寧大學,N 修,2 二專,204,45,159,26,67,19,92,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1079,康寧大學,P 進,B 學士,86,62,24,1,2,2,1,19,6,27,11,0,0,0,0,0,0,13,4,30 臺北市,1 一般
1080,宏國德霖科技大學,D 日,B 四技,2244,1361,883,308,239,340,224,298,196,340,192,0,0,0,0,0,0,75,32,01 新北市,2 技職
1080,宏國德霖科技大學,D 日,C 二技,76,22,54,0,0,0,0,7,31,15,22,0,0,0,0,0,0,0,1,01 新北市,2 技職
1080,宏國德霖科技大學,D 日,5 五專,1226,740,486,127,86,141,97,135,92,183,106,143,98,0,0,0,0,11,7,01 新北市,2 技職
1080,宏國德霖科技大學,N 修,B 四技,1354,857,497,282,147,230,114,154,136,140,84,0,0,0,0,0,0,51,16,01 新北市,2 技職
1080,宏國德霖科技大學,N 修,C 二技,732,445,287,0,0,0,0,242,169,191,113,0,0,0,0,0,0,12,5,01 新北市,2 技職
1080,宏國德霖科技大學,N 修,2 二專,100,46,54,12,14,31,40,0,0,0,0,0,0,0,0,0,0,3,0,01 新北市,2 技職
1081,東方設計大學,D 日,D 博士,32,14,18,1,6,5,2,4,5,3,5,1,0,0,0,0,0,0,0,12 高雄市,2 技職
1081,東方設計大學,D 日,M 碩士,102,45,57,20,30,10,15,10,6,4,5,1,1,0,0,0,0,0,0,12 高雄市,2 技職
1081,東方設計大學,D 日,B 四技,885,495,390,32,38,96,82,190,108,135,144,0,0,0,0,0,0,42,18,12 高雄市,2 技職
1081,東方設計大學,D 日,C 二技,48,22,26,0,0,0,0,12,12,7,13,0,0,0,0,0,0,3,1,12 高雄市,2 技職
1081,東方設計大學,D 日,5 五專,1009,462,547,59,52,53,71,95,129,122,143,124,144,0,0,0,0,9,8,12 高雄市,2 技職
1081,東方設計大學,N 職,M 碩士,41,15,26,13,19,2,7,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1081,東方設計大學,N 修,B 四技,156,74,82,17,11,24,4,15,31,17,33,0,0,0,0,0,0,1,3,12 高雄市,2 技職
1082,崇右影藝科技大學,D 日,M 碩士,76,40,36,19,16,17,18,2,1,2,1,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1082,崇右影藝科技大學,D 日,B 四技,1854,833,1021,177,267,211,227,169,260,165,185,0,0,0,0,0,0,111,82,17 基隆市,2 技職
1082,崇右影藝科技大學,D 日,5 五專,84,39,45,0,0,0,0,0,0,32,30,6,14,0,0,0,0,1,1,17 基隆市,2 技職
1083,台北海洋科技大學,D 日,M 碩士,136,70,66,37,29,28,30,5,5,0,2,0,0,0,0,0,0,0,0,01 新北市,2 技職
1083,台北海洋科技大學,D 日,B 四技,2571,1416,1155,334,298,315,257,310,252,326,288,0,0,0,0,0,0,131,60,01 新北市,2 技職
1083,台北海洋科技大學,D 日,C 二技,233,160,73,0,0,0,0,85,38,62,30,0,0,0,0,0,0,13,5,01 新北市,2 技職
1083,台北海洋科技大學,D 日,X 4+X,23,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,01 新北市,2 技職
1083,台北海洋科技大學,D 日,2 二專,54,53,1,21,0,28,1,0,0,0,0,0,0,0,0,0,0,4,0,01 新北市,2 技職
1083,台北海洋科技大學,D 日,5 五專,943,583,360,105,61,87,67,113,57,132,92,119,75,0,0,0,0,27,8,01 新北市,2 技職
1083,台北海洋科技大學,N 修,B 四技,182,83,99,34,27,25,19,9,18,10,30,0,0,0,0,0,0,5,5,01 新北市,2 技職
1083,台北海洋科技大學,N 修,C 二技,175,56,119,0,0,0,0,36,80,19,39,0,0,0,0,0,0,1,0,01 新北市,2 技職
1083,台北海洋科技大學,N 修,2 二專,123,112,11,76,10,31,1,0,0,0,0,0,0,0,0,0,0,5,0,01 新北市,2 技職
1125,中信金融管理學院,D 日,M 碩士,83,41,42,23,23,16,15,2,4,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
1125,中信金融管理學院,D 日,B 學士,635,350,285,124,79,97,70,52,69,68,66,0,0,0,0,0,0,9,1,21 臺南市,1 一般
1148,大漢技術學院,D 日,M 碩士,77,50,27,24,14,19,13,7,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1148,大漢技術學院,D 日,B 四技,282,165,117,29,23,38,41,48,29,40,18,0,0,0,0,0,0,10,6,15 花蓮縣,2 技職
1148,大漢技術學院,N 修,B 四技,298,188,110,75,46,46,21,32,22,34,21,0,0,0,0,0,0,1,0,15 花蓮縣,2 技職
1148,大漢技術學院,N 修,C 二技,254,152,102,0,0,0,0,75,49,75,50,0,0,0,0,0,0,2,3,15 花蓮縣,2 技職
1148,大漢技術學院,N 修,2 二專,164,89,75,61,40,28,33,0,0,0,0,0,0,0,0,0,0,0,2,15 花蓮縣,2 技職
1159,和春技術學院,D 日,M 碩士,8,7,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1159,和春技術學院,D 日,B 四技,250,179,71,26,8,43,7,32,11,48,29,0,1,0,0,0,0,30,15,12 高雄市,2 技職
1159,和春技術學院,D 日,C 二技,20,15,5,0,0,0,0,8,1,7,3,0,0,0,0,0,0,0,1,12 高雄市,2 技職
1159,和春技術學院,D 日,5 五專,126,72,54,3,2,5,8,11,16,33,16,20,11,0,0,0,0,0,1,12 高雄市,2 技職
1159,和春技術學院,N 修,B 四技,142,95,47,19,9,7,4,18,7,28,21,0,0,0,0,0,0,23,6,12 高雄市,2 技職
1159,和春技術學院,N 修,C 二技,252,158,94,0,0,0,0,90,54,61,32,0,0,0,0,0,0,7,8,12 高雄市,2 技職
1159,和春技術學院,N 修,2 二專,181,126,55,70,28,49,19,0,0,0,0,0,0,0,0,0,0,7,8,12 高雄市,2 技職
1166,亞東技術學院,D 日,M 碩士,45,35,10,16,2,13,6,4,2,2,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1166,亞東技術學院,D 日,B 四技,4137,2985,1152,743,301,774,278,666,290,697,248,0,0,0,0,0,0,105,35,01 新北市,2 技職
1166,亞東技術學院,D 日,C 二技,179,15,164,0,0,0,0,8,83,7,81,0,0,0,0,0,0,0,0,01 新北市,2 技職
1166,亞東技術學院,N 修,C 二技,136,1,135,0,0,0,0,1,50,0,44,0,41,0,0,0,0,0,0,01 新北市,2 技職
1168,南亞技術學院,D 日,M 碩士,18,15,3,5,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1168,南亞技術學院,D 日,B 四技,1403,850,553,215,95,209,124,159,126,192,171,0,0,0,0,0,0,75,37,03 桃園市,2 技職
1168,南亞技術學院,D 日,5 五專,331,186,145,24,14,28,25,40,20,41,48,53,38,0,0,0,0,0,0,03 桃園市,2 技職
1168,南亞技術學院,N 修,B 四技,775,537,238,178,70,85,49,95,48,137,51,0,0,0,0,0,0,42,20,03 桃園市,2 技職
1168,南亞技術學院,N 修,C 二技,153,113,40,0,0,0,0,92,30,21,10,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1168,南亞技術學院,N 修,2 二專,9,8,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1176,稻江科技暨管理學院,D 日,M 碩士,76,32,44,6,21,16,15,7,5,3,3,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
1176,稻江科技暨管理學院,D 日,B 學士,1106,593,513,58,37,145,158,194,126,170,182,0,0,0,0,0,0,26,10,10 嘉義縣,1 一般
1176,稻江科技暨管理學院,N 職,M 碩士,45,31,14,14,2,11,11,2,0,4,1,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
1176,稻江科技暨管理學院,N 修,C 二技,126,24,102,0,0,0,0,11,47,11,54,0,0,0,0,0,0,2,1,10 嘉義縣,2 技職
1176,稻江科技暨管理學院,P 進,B 學士,502,230,272,76,33,46,46,63,83,37,99,0,0,0,0,0,0,8,11,10 嘉義縣,1 一般
